N,P,K,temperature,humidity,ph,rainfall,label
29,27,11,29.73,82.38,6.44,175.67,jute
34,26,10,28.47,83.97,6.11,183.16,jute
30,32,9,25.33,75.78,6.95,175.03,jute
32,37,13,29.38,72.66,6.16,189.93,jute
34,31,13,26.87,75.79,6.07,205.3,jute
29,30,10,26.16,73.24,6.13,199.1,jute
28,26,12,25.56,84.65,6.59,150.62,jute
36,27,13,29.3,87.63,6.19,183.23,jute
32,27,9,28.17,81.91,6.8,160.23,jute
29,32,12,25.34,81.29,6.99,189.63,jute
30,35,12,26.81,74.96,6.26,154.18,jute
32,36,12,25.14,84.78,6.93,177.35,jute
34,36,11,25.64,83.53,6.79,212.21,jute
34,35,7,27.99,76.33,6.77,180.29,jute
28,26,6,29.46,73.2,6.64,175.87,jute
31,31,12,29.59,76.68,6.54,172.9,jute
31,37,10,26.93,89.17,6.69,198.67,jute
37,33,11,27.87,80.33,6.09,184.28,jute
31,32,11,26.26,75.9,6.27,170.23,jute
33,29,13,29.54,82.45,6.35,171.44,jute
36,32,9,26.32,79.32,6.66,203.78,jute
36,27,12,26.48,85.12,6.36,187.99,jute
31,35,10,25.87,85.94,6.88,194.7,jute
30,35,12,25.92,84.24,6.5,167.19,jute
32,29,10,27.69,73.22,6.61,167.68,jute
37,35,13,25.02,74.16,6.93,214.95,jute
32,37,10,26.39,82.48,6.2,153.57,jute
32,37,10,27.38,78.51,6.12,162.68,jute
31,35,6,29.24,76.1,6.55,168.79,jute
35,37,11,26.02,89.61,6.57,150.69,jute
31,33,8,27.15,75.07,6.62,189.94,jute
30,32,12,25.76,82.18,6.32,165.39,jute
36,35,7,28.08,91.0,6.09,201.83,jute
37,29,9,25.48,88.6,6.22,182.17,jute
29,28,7,25.54,75.25,6.31,190.57,jute
34,30,7,25.5,71.8,6.71,180.98,jute
35,30,10,26.9,81.91,6.27,211.73,jute
32,35,10,26.61,80.98,6.62,208.68,jute
34,30,11,28.0,85.38,6.38,205.16,jute
30,29,9,26.24,76.39,6.23,192.03,jute
32,26,13,26.22,85.35,6.45,206.01,jute
31,30,9,27.45,85.93,6.91,156.26,jute
30,28,8,29.99,80.53,6.17,209.76,jute
34,33,12,29.23,91.54,6.36,203.25,jute
28,36,6,28.48,71.1,6.08,215.24,jute
32,29,12,26.39,90.15,6.23,171.81,jute
33,28,6,25.26,84.4,6.78,216.77,jute
37,28,10,29.71,89.69,6.24,206.54,jute
29,34,6,25.51,87.98,6.18,158.69,jute
32,35,11,25.76,90.51,6.25,150.61,jute
36,35,10,25.1,81.1,6.06,159.45,jute
28,27,7,29.31,88.35,6.57,169.55,jute
30,28,6,26.24,84.08,6.75,154.7,jute
31,26,9,28.99,84.91,6.4,187.9,jute
32,32,13,29.72,77.79,6.61,200.28,jute
35,35,10,27.04,81.07,6.5,206.34,jute
30,33,8,26.49,83.3,6.41,176.32,jute
31,29,7,25.08,79.58,6.64,160.3,jute
36,35,11,28.25,76.64,6.24,151.15,jute
30,31,9,27.33,80.23,6.88,182.43,jute
32,26,13,29.49,90.3,6.3,153.72,jute
32,30,11,27.17,83.16,6.35,185.88,jute
32,37,12,27.4,77.75,6.19,214.54,jute
29,37,7,28.56,75.93,6.02,165.31,jute
33,26,9,28.99,80.13,6.62,169.94,jute
28,32,6,27.19,80.73,6.76,152.53,jute
35,34,10,25.34,91.3,6.93,176.45,jute
34,31,11,26.34,73.13,6.91,156.52,jute
31,30,6,26.51,90.98,6.19,189.85,jute
32,35,7,27.74,75.61,6.92,150.04,jute
28,36,8,27.41,71.45,6.47,218.68,jute
37,31,6,27.3,89.79,6.62,218.56,jute
36,37,8,27.79,89.56,6.81,173.14,jute
34,32,11,29.18,82.98,6.68,206.43,jute
35,28,12,27.17,75.99,6.94,171.04,jute
37,37,6,27.96,87.64,6.26,207.68,jute
33,36,7,29.78,80.22,6.15,156.9,jute
33,30,11,27.1,77.29,6.08,161.37,jute
32,37,6,26.57,89.56,6.44,207.05,jute
29,31,6,29.69,72.6,6.24,211.54,jute
32,37,10,27.03,88.69,6.29,192.74,jute
29,27,8,26.88,71.82,6.08,205.73,jute
28,32,9,25.46,91.34,6.81,195.36,jute
37,26,7,25.67,91.64,6.37,198.0,jute
36,30,10,25.2,89.64,6.33,152.73,jute
33,37,10,29.11,74.23,6.17,177.36,jute
37,27,10,28.08,81.57,6.83,169.91,jute
28,33,8,28.22,85.4,6.1,192.45,jute
34,26,12,28.33,85.29,6.81,175.11,jute
33,29,11,27.01,87.75,6.24,218.92,jute
31,29,7,25.74,73.41,6.08,191.14,jute
29,27,9,25.75,71.62,6.77,198.14,jute
33,34,9,25.61,84.17,6.94,188.65,jute
33,37,7,27.37,70.74,6.16,163.4,jute
28,26,12,26.26,74.1,6.5,196.08,jute
31,34,8,25.66,77.19,6.97,179.56,jute
31,36,10,28.5,70.16,6.78,216.8,jute
118,33,44,22.89,81.53,6.21,82.18,cotton
129,38,40,24.51,78.13,6.87,87.01,cotton
126,32,30,24.9,79.73,6.65,64.5,cotton
116,35,41,25.03,70.93,7.31,99.71,cotton
122,35,36,27.7,79.01,6.57,87.36,cotton
120,34,41,22.27,64.98,6.49,83.22,cotton
125,33,43,27.57,82.42,6.83,65.39,cotton
116,35,36,23.8,74.56,5.87,65.33,cotton
128,31,33,25.18,56.22,7.42,75.22,cotton
117,33,44,26.81,63.21,7.18,79.59,cotton
118,34,44,26.77,74.2,6.32,82.01,cotton
111,39,33,25.97,63.63,6.0,65.57,cotton
129,34,34,25.27,61.01,6.96,58.59,cotton
122,39,30,22.78,77.48,6.24,84.59,cotton
123,32,43,23.22,59.92,5.97,96.93,cotton
116,34,38,22.41,84.48,7.28,93.39,cotton
110,30,41,26.77,83.33,7.44,60.1,cotton
119,29,41,26.68,68.96,6.01,85.06,cotton
115,29,41,24.12,66.64,6.12,97.52,cotton
124,38,39,27.82,77.99,7.49,62.3,cotton
116,34,40,23.17,84.73,7.09,70.81,cotton
116,32,41,22.62,70.37,7.18,64.56,cotton
113,35,41,26.49,57.01,7.49,65.2,cotton
123,38,37,26.63,66.62,6.89,63.96,cotton
110,33,30,24.13,84.63,7.39,84.19,cotton
118,38,44,27.17,57.56,7.23,81.76,cotton
121,29,32,24.97,84.88,7.03,70.33,cotton
122,28,42,23.9,64.36,7.2,68.21,cotton
127,28,34,27.78,59.11,6.24,72.08,cotton
113,32,36,22.45,70.93,5.93,68.88,cotton
116,28,44,23.97,76.35,7.28,96.91,cotton
122,38,35,22.57,62.93,6.37,94.98,cotton
113,30,42,23.39,63.3,7.23,79.76,cotton
120,38,42,25.29,72.32,6.97,68.37,cotton
121,31,43,26.51,56.22,7.36,73.91,cotton
123,31,30,22.41,83.47,6.8,59.81,cotton
119,33,35,25.25,62.93,6.8,80.25,cotton
125,28,32,25.89,72.07,7.27,83.39,cotton
110,30,40,23.02,83.72,7.27,77.94,cotton
129,28,37,23.64,78.84,7.12,63.44,cotton
120,28,33,26.0,60.77,6.7,70.49,cotton
118,35,43,23.73,62.47,7.26,60.61,cotton
118,35,37,27.87,67.17,6.12,66.38,cotton
112,30,39,22.72,75.13,6.03,56.81,cotton
129,36,40,26.1,58.99,6.17,98.17,cotton
121,35,40,26.98,55.41,5.98,64.29,cotton
112,36,41,27.21,64.75,6.5,84.68,cotton
123,33,33,25.81,61.2,6.4,94.15,cotton
127,35,37,27.69,68.12,6.23,74.5,cotton
113,37,42,26.49,70.73,6.15,59.97,cotton
115,31,32,26.61,69.2,7.1,57.94,cotton
119,31,33,23.21,80.92,7.23,98.36,cotton
115,33,36,22.8,78.43,6.9,72.31,cotton
129,34,39,22.87,63.03,6.43,66.47,cotton
111,38,37,23.86,67.11,5.91,98.07,cotton
112,38,33,23.47,83.73,7.38,93.51,cotton
121,39,43,25.77,84.32,5.81,98.14,cotton
116,36,38,25.41,55.04,6.13,59.88,cotton
116,37,33,26.83,72.59,6.87,85.14,cotton
129,34,35,24.28,73.74,7.31,69.61,cotton
127,32,41,25.19,69.79,6.53,80.31,cotton
123,29,43,23.39,81.0,6.15,73.56,cotton
129,28,40,27.86,68.24,6.03,88.21,cotton
114,29,33,27.51,67.27,7.49,83.94,cotton
127,38,31,27.54,73.35,5.96,66.26,cotton
121,36,44,23.45,69.28,6.27,62.52,cotton
125,36,43,24.94,84.77,7.15,94.94,cotton
112,34,33,25.45,55.0,6.98,97.06,cotton
125,34,32,26.43,84.42,6.77,85.03,cotton
113,37,33,22.27,60.38,7.21,63.89,cotton
115,28,36,25.71,55.94,7.03,87.58,cotton
117,37,41,27.01,67.95,6.97,92.51,cotton
113,32,32,22.21,60.25,7.23,73.92,cotton
111,29,31,24.49,68.04,6.99,62.48,cotton
124,36,43,25.19,82.03,6.81,98.29,cotton
121,31,36,26.97,72.83,6.92,64.7,cotton
118,30,42,24.67,64.47,6.83,96.68,cotton
125,38,32,23.77,78.18,6.59,59.1,cotton
121,37,31,22.32,77.11,6.71,93.57,cotton
121,32,39,26.27,79.5,5.89,63.09,cotton
127,37,33,22.3,80.75,6.72,58.34,cotton
120,29,37,22.56,62.83,6.73,92.26,cotton
110,33,42,22.84,78.7,6.99,59.02,cotton
112,33,36,25.8,57.4,7.09,75.74,cotton
123,39,35,22.2,55.35,5.85,84.92,cotton
110,37,30,23.93,77.73,7.17,81.36,cotton
111,30,44,22.59,78.51,6.72,71.72,cotton
125,36,39,26.32,84.65,6.33,85.25,cotton
125,34,34,23.75,59.78,6.73,61.66,cotton
123,34,34,25.13,78.04,6.06,92.1,cotton
115,35,30,24.28,56.21,6.54,56.18,cotton
121,28,33,23.47,65.36,6.38,71.27,cotton
120,34,36,25.38,62.07,6.05,67.12,cotton
114,31,39,24.2,79.65,7.13,71.89,cotton
110,36,39,22.32,61.24,6.5,93.52,cotton
121,35,41,22.1,73.73,6.88,97.24,cotton
128,30,30,23.61,56.41,6.01,72.63,cotton
126,29,38,25.18,55.15,6.86,66.64,cotton
127,30,44,24.99,82.93,6.68,72.01,cotton
125,34,30,23.61,59.65,5.91,86.35,cotton
122,31,32,25.43,75.08,7.04,73.34,cotton
113,30,36,26.3,66.05,7.03,78.77,cotton
114,31,41,22.49,81.2,7.2,68.12,cotton
129,32,35,26.5,77.73,7.27,56.9,cotton
118,30,40,24.04,75.5,6.3,98.16,cotton
128,28,31,24.26,67.34,6.28,68.08,cotton
121,37,37,27.51,78.16,7.04,71.58,cotton
121,34,32,27.89,64.95,7.45,75.96,cotton
126,28,40,22.23,75.6,5.9,93.38,cotton
114,39,33,26.59,65.65,7.21,66.6,cotton
116,36,35,23.33,59.24,5.97,59.26,cotton
122,34,40,26.72,71.33,6.83,63.94,cotton
121,35,32,23.3,67.15,6.35,65.16,cotton
127,38,40,27.74,82.54,6.84,77.72,cotton
125,31,35,24.77,70.02,6.49,79.86,cotton
127,38,30,23.11,79.61,7.5,56.32,cotton
112,37,31,22.77,72.92,7.37,66.0,cotton
117,33,40,23.58,63.51,7.46,60.39,cotton
124,32,30,25.73,61.41,6.43,90.64,cotton
112,28,34,22.43,58.7,6.69,89.73,cotton
115,34,33,24.38,69.32,7.22,81.4,cotton
125,32,32,26.34,83.25,6.83,77.76,cotton
111,33,35,24.51,57.77,7.39,86.29,cotton
127,31,37,24.44,77.41,7.21,83.37,cotton
125,32,37,24.37,68.06,7.14,57.09,cotton
123,29,31,26.68,55.54,5.87,63.68,cotton
129,34,33,24.34,81.54,5.95,94.21,cotton
110,29,36,23.92,77.35,5.97,62.9,cotton
114,38,35,26.9,70.27,6.11,80.74,cotton
119,38,36,25.37,82.07,6.86,99.28,cotton
126,31,44,22.69,64.12,6.74,90.72,cotton
129,37,35,23.42,80.89,7.35,88.15,cotton
120,32,33,25.87,73.44,6.01,59.61,cotton
117,36,30,26.93,70.22,7.49,81.14,cotton
111,31,38,27.61,76.44,6.57,66.49,cotton
126,32,38,25.44,83.28,6.52,83.1,cotton
126,38,39,26.98,74.25,7.09,88.57,cotton
123,37,42,22.54,70.67,6.05,90.26,cotton
121,35,38,22.88,71.96,6.3,89.75,cotton
127,34,41,27.14,83.6,7.31,59.88,cotton
126,37,33,26.68,78.29,6.53,80.38,cotton
129,28,39,22.14,71.74,6.06,83.81,cotton
119,33,43,25.85,60.22,6.17,80.27,cotton
129,30,39,23.95,74.88,7.34,84.26,cotton
127,34,39,25.37,55.52,7.19,67.81,cotton
110,32,36,25.98,84.45,7.33,80.48,cotton
118,28,42,26.7,67.19,7.1,79.5,cotton
112,35,31,25.3,72.19,6.39,83.37,cotton
128,30,38,26.85,57.95,7.21,94.7,cotton
125,37,34,24.02,82.71,6.0,92.95,cotton
125,32,32,25.53,78.19,7.24,67.24,cotton
127,38,42,22.99,77.57,5.8,85.05,cotton
120,35,43,24.34,84.95,6.0,99.08,cotton
117,30,31,23.16,73.36,7.2,92.05,cotton
110,39,35,22.34,74.45,5.94,83.34,cotton
111,36,30,24.45,60.32,6.87,63.82,cotton
121,33,36,22.86,76.9,6.17,67.59,cotton
110,33,36,23.69,59.87,7.01,75.21,cotton
112,32,42,26.03,72.89,6.39,80.0,cotton
111,38,40,26.96,82.68,7.37,99.19,cotton
121,39,31,26.67,55.68,7.39,85.36,cotton
115,39,32,24.72,57.68,6.03,96.91,cotton
117,39,33,27.49,67.04,6.59,96.72,cotton
119,30,44,27.45,75.34,5.93,62.35,cotton
117,30,36,26.95,84.39,6.34,76.05,cotton
120,39,35,23.14,68.42,7.32,79.53,cotton
116,35,40,23.01,72.36,5.88,93.89,cotton
115,28,42,24.59,63.54,5.89,75.33,cotton
123,37,35,25.21,82.83,7.34,88.34,cotton
119,34,43,22.45,80.02,6.89,94.52,cotton
127,35,42,22.61,60.8,6.68,98.82,cotton
113,34,41,24.95,76.94,6.83,65.52,cotton
118,37,43,25.24,81.3,7.24,62.97,cotton
123,31,30,23.37,77.51,7.43,56.03,cotton
125,35,40,24.57,75.42,7.49,75.41,cotton
124,32,44,23.42,67.15,7.13,61.59,cotton
125,32,30,25.24,57.53,7.23,63.12,cotton
122,31,32,27.95,75.36,6.92,55.67,cotton
116,39,44,26.12,67.15,6.06,58.28,cotton
123,39,31,25.42,64.82,6.48,75.55,cotton
121,28,38,26.64,63.06,6.53,82.4,cotton
115,34,30,22.95,81.77,5.86,69.89,cotton
110,35,40,25.97,71.27,7.46,81.92,cotton
123,34,34,22.78,81.47,6.37,88.09,cotton
120,35,39,23.7,68.56,6.73,75.6,cotton
126,38,40,24.65,65.71,6.1,95.28,cotton
118,32,32,26.61,74.7,5.84,82.7,cotton
115,37,44,22.38,73.83,7.45,77.27,cotton
120,32,32,25.74,82.46,6.66,87.33,cotton
113,38,34,25.46,69.82,7.07,90.57,cotton
120,36,30,25.86,75.47,7.15,71.59,cotton
123,38,39,27.21,77.67,6.46,87.75,cotton
116,33,30,26.04,60.04,7.33,62.92,cotton
124,38,34,23.1,70.71,6.58,72.73,cotton
112,37,39,23.11,62.4,7.42,85.76,cotton
124,38,41,26.98,61.67,7.4,79.58,cotton
128,34,31,24.43,62.82,6.96,96.22,cotton
113,37,40,27.59,60.34,7.41,72.51,cotton
129,30,44,23.33,75.84,6.38,82.36,cotton
123,29,42,27.64,58.19,7.01,71.62,cotton
110,35,37,27.74,83.49,6.75,55.7,cotton
116,33,40,26.95,61.73,6.13,83.27,cotton
112,36,37,25.46,82.79,5.99,76.65,cotton
119,28,37,26.23,72.46,6.26,56.7,cotton
126,30,34,23.95,68.61,6.36,69.75,cotton
112,36,35,27.32,79.53,6.61,93.06,cotton
120,30,36,27.11,56.37,7.43,66.96,cotton
126,36,39,22.65,83.51,7.15,56.58,cotton
117,33,39,27.69,58.66,6.81,76.28,cotton
111,36,31,24.87,63.15,6.02,93.01,cotton
120,38,35,22.98,59.11,6.36,91.41,cotton
126,33,30,23.95,78.19,6.66,90.65,cotton
119,33,34,23.01,69.78,6.37,70.18,cotton
124,36,38,24.04,72.65,7.44,90.85,cotton
116,36,39,23.07,58.87,7.43,95.97,cotton
129,37,36,23.99,59.08,7.25,94.71,cotton
110,37,35,23.38,74.42,6.19,98.13,cotton
112,38,43,26.96,78.98,7.28,58.12,cotton
110,32,30,23.22,73.99,6.74,63.2,cotton
112,31,42,25.15,66.49,6.8,99.78,cotton
119,34,42,27.94,61.66,6.56,83.68,cotton
118,39,39,22.9,55.19,6.42,78.19,cotton
124,30,35,23.25,83.76,6.69,91.24,cotton
113,34,42,26.42,60.71,5.91,64.01,cotton
112,38,30,23.83,57.78,6.44,55.37,cotton
111,30,33,22.96,76.53,6.59,56.09,cotton
113,33,37,22.52,68.68,7.14,95.49,cotton
119,31,41,24.18,73.83,6.62,72.05,cotton
127,39,34,25.71,70.33,7.12,85.14,cotton
119,38,38,26.38,66.77,6.73,63.17,cotton
118,29,37,22.38,75.62,6.14,90.42,cotton
124,39,39,27.8,83.7,7.37,69.66,cotton
113,34,38,25.69,77.23,7.3,97.99,cotton
124,37,39,25.51,74.21,6.2,79.78,cotton
114,30,39,26.21,62.34,6.78,95.25,cotton
114,34,34,24.51,69.67,6.9,88.17,cotton
127,30,42,23.74,83.26,6.77,66.75,cotton
115,37,41,25.67,76.75,6.11,75.11,cotton
126,38,36,23.12,60.23,5.92,57.49,cotton
114,38,37,25.16,69.93,5.99,77.06,cotton
127,31,38,25.35,82.45,6.21,61.72,cotton
126,37,31,26.76,66.91,7.14,93.83,cotton
120,30,43,23.59,71.63,6.83,97.29,cotton
127,34,37,25.41,65.48,6.16,88.3,cotton
124,32,37,23.11,74.12,6.47,57.74,cotton
126,37,44,26.61,61.06,6.27,68.59,cotton
128,35,42,27.13,72.22,5.99,57.99,cotton
126,29,33,26.37,81.96,7.27,56.03,cotton
112,34,41,26.38,72.61,6.39,56.08,cotton
116,33,39,26.41,60.79,6.84,63.83,cotton
110,32,37,23.26,72.8,5.96,98.53,cotton
112,28,32,22.91,61.22,6.0,85.91,cotton
124,33,37,25.96,56.61,6.83,88.57,cotton
111,29,36,22.78,60.42,6.01,87.48,cotton
118,36,39,27.55,77.8,7.39,63.91,cotton
122,36,30,25.43,67.94,6.37,79.13,cotton
123,33,43,26.87,78.3,5.98,89.4,cotton
115,29,34,26.74,75.49,6.86,61.33,cotton
116,28,39,27.89,59.5,6.29,60.8,cotton
126,35,40,24.2,84.03,7.03,92.78,cotton
111,36,39,26.83,61.44,6.93,81.83,cotton
112,36,37,22.1,57.92,7.45,60.34,cotton
115,33,35,23.96,66.0,6.32,96.58,cotton
114,28,44,27.33,78.36,5.84,99.55,cotton
128,33,35,22.97,61.92,6.64,57.71,cotton
121,28,40,27.78,67.94,7.27,56.01,cotton
114,29,34,25.9,82.03,6.38,66.75,cotton
127,37,40,25.85,61.66,7.01,67.85,cotton
114,29,39,27.45,67.17,6.64,96.14,cotton
122,32,43,23.85,56.95,6.55,85.47,cotton
129,32,36,23.03,62.38,6.62,59.79,cotton
126,31,36,22.66,71.65,7.11,90.88,cotton
120,28,30,27.47,78.78,6.74,59.52,cotton
117,37,31,22.97,70.49,6.73,78.26,cotton
126,36,36,22.89,55.91,7.02,98.84,cotton
124,33,32,22.25,68.59,6.22,75.79,cotton
114,28,30,27.22,65.83,6.7,67.4,cotton
116,37,32,26.22,55.74,6.76,63.18,cotton
120,34,35,24.56,67.88,6.23,56.34,cotton
112,28,32,26.03,81.17,6.14,73.12,cotton
126,39,36,23.53,68.12,6.47,92.04,cotton
111,35,37,26.98,75.98,6.61,56.44,cotton
129,32,36,23.86,64.91,6.8,88.98,cotton
125,28,38,26.0,58.73,6.23,55.88,cotton
123,35,38,27.65,57.04,7.02,89.08,cotton
127,35,34,22.02,62.48,7.5,57.96,cotton
125,28,39,25.01,79.23,6.31,92.36,cotton
126,39,35,25.64,84.69,6.89,84.16,cotton
113,35,40,26.88,66.47,6.75,68.17,cotton
118,32,31,23.3,63.6,5.88,76.6,cotton
115,30,32,23.93,60.49,7.05,98.52,cotton
123,35,38,27.47,84.87,6.56,55.66,cotton
124,38,32,24.58,84.64,6.92,56.18,cotton
119,34,42,25.24,60.15,5.95,57.47,cotton
113,35,30,26.82,73.83,5.96,96.89,cotton
128,39,41,23.41,75.53,7.08,80.72,cotton
121,38,41,24.69,59.4,5.99,98.92,cotton
129,36,38,25.76,83.94,7.38,77.87,cotton
126,38,44,27.57,81.82,6.32,61.22,cotton
125,33,43,24.14,70.39,7.38,80.7,cotton
118,34,36,22.07,60.18,7.18,66.68,cotton
110,33,37,22.56,80.28,7.23,72.11,cotton
111,35,31,25.89,57.52,6.07,95.09,cotton
123,35,41,25.6,67.7,7.34,61.77,cotton
124,32,44,26.02,80.44,6.93,57.25,cotton
110,32,40,23.55,78.71,7.14,74.06,cotton
117,28,43,25.85,60.31,6.28,95.22,cotton
123,34,35,24.26,58.21,7.38,81.15,cotton
127,35,39,23.09,74.2,7.3,96.68,cotton
124,31,39,24.3,62.46,6.25,82.53,cotton
110,33,34,22.39,55.35,6.75,59.6,cotton
112,39,35,26.56,79.77,6.49,79.42,cotton
112,34,38,26.74,61.66,6.71,78.97,cotton
120,35,43,22.82,62.76,6.62,99.58,cotton
125,33,38,24.55,73.7,5.91,68.5,cotton
114,37,38,26.54,76.74,6.41,89.0,cotton
121,37,44,27.24,76.44,5.98,64.6,cotton
124,38,35,27.89,56.31,6.23,80.03,cotton
111,31,42,22.13,59.97,7.34,67.53,cotton
116,29,31,22.58,64.54,5.85,63.7,cotton
115,28,38,24.41,56.9,7.08,76.79,cotton
128,36,41,22.76,62.76,6.72,88.89,cotton
122,34,44,26.38,80.99,6.58,79.8,cotton
111,28,34,25.1,84.86,7.14,92.79,cotton
122,39,39,27.68,71.38,6.85,79.23,cotton
126,30,44,24.37,73.56,6.55,96.86,cotton
117,31,43,22.54,65.21,6.24,69.11,cotton
123,29,39,26.33,75.39,5.9,85.94,cotton
119,32,40,24.29,75.84,6.4,58.17,cotton
111,36,30,27.0,71.13,7.11,91.34,cotton
114,31,36,26.26,58.77,6.67,66.7,cotton
117,28,37,22.29,72.82,6.91,68.55,cotton
112,34,38,23.07,63.8,6.44,71.88,cotton
127,37,41,25.34,68.05,6.65,57.25,cotton
125,31,30,26.74,64.32,6.52,71.39,cotton
125,32,43,25.43,78.48,6.32,69.35,cotton
114,37,42,22.17,58.93,7.26,71.63,cotton
125,38,41,27.13,60.53,6.51,86.53,cotton
111,32,35,25.65,61.87,5.89,86.27,cotton
123,29,32,23.05,63.82,7.44,90.92,cotton
118,38,40,24.84,67.04,7.1,82.6,cotton
117,29,32,26.25,58.0,6.43,98.76,cotton
120,39,38,25.1,66.65,5.9,89.22,cotton
129,28,37,25.1,66.88,7.01,99.62,cotton
112,38,32,25.57,83.25,6.55,90.35,cotton
110,37,36,27.97,67.26,6.25,62.38,cotton
126,28,40,27.52,56.6,6.7,65.3,cotton
125,33,33,24.07,72.66,6.46,88.87,cotton
110,34,44,25.81,66.05,6.25,78.13,cotton
116,29,38,26.51,70.1,7.29,71.29,cotton
125,39,30,26.05,67.88,6.32,71.53,cotton
123,32,32,23.18,81.4,5.99,97.5,cotton
113,36,36,26.62,73.44,7.05,98.97,cotton
123,35,42,22.51,68.15,7.12,89.39,cotton
114,31,39,26.45,69.68,5.85,94.04,cotton
121,32,32,22.44,69.24,7.01,84.48,cotton
111,38,39,24.32,62.41,5.87,69.8,cotton
122,28,39,26.76,61.89,7.02,77.64,cotton
112,35,33,27.09,81.43,5.82,93.6,cotton
127,37,41,25.09,76.45,6.47,76.34,cotton
115,38,42,24.07,60.17,6.23,96.26,cotton
129,31,36,26.96,61.31,6.71,71.27,cotton
111,35,33,26.23,71.57,5.83,85.88,cotton
125,37,40,23.45,72.87,6.05,75.54,cotton
120,35,43,26.41,79.12,6.77,74.15,cotton
121,34,32,27.32,75.72,5.9,99.69,cotton
116,34,31,24.88,63.23,6.56,61.19,cotton
117,28,31,26.37,72.95,7.07,72.16,cotton
115,31,43,26.99,74.46,6.81,62.32,cotton
114,34,31,27.85,84.56,6.92,77.5,cotton
117,37,44,25.4,84.5,6.68,78.16,cotton
110,34,43,23.01,58.63,7.19,55.67,cotton
114,38,30,26.15,66.58,6.54,60.16,cotton
128,34,39,26.03,71.74,7.16,76.64,cotton
117,28,31,23.77,66.18,7.15,67.99,cotton
128,30,38,27.57,74.5,6.89,58.83,cotton
120,28,37,24.53,77.53,7.26,83.87,cotton
113,31,43,25.53,79.96,7.14,56.57,cotton
113,37,30,27.01,67.13,6.11,71.65,cotton
126,39,44,25.53,68.13,5.93,55.88,cotton
123,33,44,26.01,67.66,5.96,55.59,cotton
122,38,34,22.52,57.71,7.23,99.69,cotton
114,31,42,25.25,58.02,6.84,96.51,cotton
121,37,37,25.14,55.45,7.11,89.21,cotton
118,34,34,22.84,71.03,6.76,82.98,cotton
113,35,41,25.17,71.2,6.75,78.4,cotton
122,29,37,26.09,74.23,7.13,58.27,cotton
110,37,36,24.18,80.32,6.77,95.36,cotton
110,35,31,27.66,58.98,7.3,89.38,cotton
117,38,39,25.46,79.93,6.12,55.66,cotton
129,34,30,27.66,81.92,6.43,61.26,cotton
111,33,35,23.89,83.72,6.58,75.56,cotton
124,36,32,23.78,73.06,7.13,59.35,cotton
123,38,38,23.68,73.26,6.81,97.3,cotton
118,30,32,27.66,65.03,6.8,75.22,cotton
126,38,43,23.59,76.94,6.25,60.94,cotton
126,32,34,24.92,80.05,6.34,90.08,cotton
112,38,32,27.07,66.02,7.21,86.96,cotton
110,36,30,24.4,82.76,7.33,73.45,cotton
129,33,33,22.82,80.43,6.6,62.99,cotton
113,34,34,26.33,78.63,5.81,59.0,cotton
120,39,42,23.1,75.67,7.02,65.82,cotton
112,33,35,27.6,82.73,7.15,71.79,cotton
119,28,35,25.37,75.94,7.41,59.12,cotton
121,39,39,27.06,81.58,5.99,91.73,cotton
111,30,31,27.28,77.32,6.19,91.76,cotton
125,28,38,23.2,55.98,5.92,74.36,cotton
116,28,44,23.54,76.02,7.48,58.9,cotton
120,37,38,23.96,63.79,7.18,61.34,cotton
121,33,38,25.44,80.96,6.5,60.92,cotton
115,39,41,24.48,76.98,7.43,90.69,cotton
120,29,37,26.83,79.33,5.94,95.58,cotton
124,28,33,22.27,65.55,6.75,82.48,cotton
114,30,37,23.78,84.12,7.13,87.78,cotton
118,34,43,23.45,81.14,6.06,78.85,cotton
118,31,38,22.23,67.88,6.13,79.66,cotton
129,39,43,27.59,70.1,6.73,98.55,cotton
116,30,43,26.79,73.92,7.24,73.27,cotton
112,28,35,24.67,68.33,6.27,57.26,cotton
117,35,35,24.19,66.91,6.15,63.22,cotton
126,35,38,24.0,77.97,5.98,77.2,cotton
124,36,39,25.6,81.68,5.97,58.75,cotton
112,37,44,22.57,84.59,5.83,69.78,cotton
115,39,40,22.32,76.08,6.09,56.07,cotton
124,32,33,26.91,82.97,6.99,58.74,cotton
113,28,31,22.81,68.13,6.33,90.72,cotton
121,38,30,22.95,67.53,7.18,96.35,cotton
111,29,33,26.32,60.49,7.29,98.5,cotton
123,36,33,25.8,73.53,5.85,67.71,cotton
129,33,41,26.23,80.34,6.59,79.78,cotton
128,36,38,24.2,55.84,6.19,88.79,cotton
111,28,35,27.74,73.66,7.45,89.78,cotton
110,36,38,22.02,65.45,7.39,94.52,cotton
118,34,40,26.56,56.93,6.72,83.21,cotton
128,39,44,24.02,73.46,7.32,98.19,cotton
117,37,33,24.24,72.01,6.05,71.26,cotton
111,28,44,25.42,72.33,6.9,72.9,cotton
118,38,42,22.35,71.4,7.02,76.49,cotton
110,36,33,24.87,63.01,6.96,87.25,cotton
129,35,38,23.73,72.43,7.44,71.87,cotton
114,28,37,24.26,80.44,6.07,69.76,cotton
114,35,42,22.44,61.38,6.45,66.48,cotton
127,30,31,25.22,60.51,5.9,63.4,cotton
128,36,32,26.74,64.23,7.26,58.14,cotton
